code,name,slug,description,provider,category_id,denom,price_sell,price_buy,admin_fee,status,service_id,,
YSTR25,TSEL TRANSFER PULSA 25000,tsel-transfer-pulsa-25000,,TELKOMSEL,6,0,26365,25365,0,1,1,,
YSTR30,TSEL TRANSFER PULSA 30000,tsel-transfer-pulsa-30000,,TELKOMSEL,6,0,31065,30065,0,1,1,,
YSTR40,TSEL TRANSFER PULSA 40000,tsel-transfer-pulsa-40000,,TELKOMSEL,6,0,40165,39165,0,1,1,,
YSTR50,TSEL TRANSFER PULSA 50000,tsel-transfer-pulsa-50000,,TELKOMSEL,6,0,49950,48950,0,1,1,,
YSTR60,TSEL TRANSFER PULSA 60000,tsel-transfer-pulsa-60000,,TELKOMSEL,6,5000,58395,57395,0,1,1,,
YSTR70,TSEL TRANSFER PULSA 70000,tsel-transfer-pulsa-70000,,TELKOMSEL,6,0,67549,66549,0,1,1,,
YSTR80,TSEL TRANSFER PULSA 80000,tsel-transfer-pulsa-80000,,TELKOMSEL,6,0,76145,75145,0,1,1,,
YSTR90,TSEL TRANSFER PULSA 90000,tsel-transfer-pulsa-90000,,TELKOMSEL,6,0,84724,83724,0,1,1,,
YSMU3,UNLIMITED 4G 14HR (FUP 1GB/HR),unlimited-4g-14hr-fup-1gb-hr,,SMARTFREN,10,0,42575,41575,0,1,1,,
YSMU5,UNLIMITED 4G 28HR (FUP 1GB/HR),unlimited-4g-28hr-fup-1gb-hr,,SMARTFREN,10,0,80575,79575,0,1,1,,
YSMU7,UNLIMITED 4G 28HR (FUP 3GB/HR),unlimited-4g-28hr-fup-3gb-hr,,SMARTFREN,10,0,98205,97205,0,1,1,,
YSMU4,UNLIMITED 4G 28HR (FUP 500MB/HR),unlimited-4g-28hr-fup-500mb-hr,,SMARTFREN,10,0,57760,56760,0,1,1,,
YSMU2,UNLIMITED 4G 7HR (FUP 1GB/HR),unlimited-4g-7hr-fup-1gb-hr,,SMARTFREN,10,0,24775,23775,0,1,1,,
YIDN99,"Unlimited Kuota + 38GB Apps, Youtube + SMS&Telp Sesama 30hr",unlimited-kuota-38gb-apps-youtube-sms-telp-sesama-30hr,,INDOSAT,11,0,152975,151975,0,1,1,,
YSMV10,VOLUME 1.25GB+1.75GB Malam 7Hr,volume-1-25gb1-75gb-malam-7hr,,SMARTFREN,10,0,12050,11050,0,1,1,,
YSMV20,VOLUME 2GB+2GB Malam 7Hr,volume-2gb2gb-malam-7hr,,SMARTFREN,10,0,22335,21335,0,1,1,,
YSMV30,VOLUME 5GB+5GB Malam 30Hr,volume-5gb5gb-malam-30hr,,SMARTFREN,10,0,81750,80750,0,1,1,,
YVIDH15,VOUCER YELLOW 1GB 15hr,voucer-yellow-1gb-15hr,,INDOSAT,11,30000,15950,14950,0,1,1,,
YVIDH7,VOUCER YELLOW 1GB 7hr,voucer-yellow-1gb-7hr,,INDOSAT,11,20000,13950,12950,0,1,1,,
YSMDV10,VOUCHER 1.25GB + 1.75GB Malam 7Hr,voucher-1-25gb-1-75gb-malam-7hr,,SMARTFREN,10,0,12050,11050,0,1,1,,
YVSDB3,VOUCHER 1.5GB + 2GB JABAR 7HR,voucher-1-5gb-2gb-jabar-7hr,,TELKOMSEL,6,0,21350,20350,0,1,1,,
YVSDA3,VOUCHER 1.5GB + 2GB JABODETABEK 7HR,voucher-1-5gb-2gb-jabodetabek-7hr,,TELKOMSEL,6,0,21450,20450,0,1,1,,
YVSDY3,VOUCHER 1.5GB + 2GB JATENG DIY 7HR,voucher-1-5gb-2gb-jateng-diy-7hr,,TELKOMSEL,6,0,25650,24650,0,1,1,,
YVSDT3,VOUCHER 1.5GB + 2GB JATIM 7HR,voucher-1-5gb-2gb-jatim-7hr,,TELKOMSEL,6,0,21200,20200,0,1,1,,
YVXCL1,"VOUCHER 1.5GB+500MB Lokal+5Mnt Tlp, 30Hr (FLEX S)",voucher-1-5gb500mb-lokal5mnt-tlp-30hr-flex-s,,XL,7,0,17075,16075,0,1,1,,
YVIDN10,"Voucher 10GB + 25GB Apps, Youtube + SMS&Telp Sesama 30hr",voucher-10gb-25gb-apps-youtube-sms-telp-sesama-30hr,,INDOSAT,11,0,102450,101450,0,1,1,,
YVIFP20,Voucher 11GB+4GB (01-06)+NELP 40mnt All 30Hr,voucher-11gb4gb-01-06nelp-40mnt-all-30hr,,INDOSAT,11,10000,84400,83400,0,1,1,,
YSMDV90,VOUCHER 15GB + 15GB Malam 30Hr,voucher-15gb-15gb-malam-30hr,,SMARTFREN,10,20000,78325,77325,0,0,1,,
YVIDN15,Voucher 15GB + Unlimited Apps + SMS&Telp Sesama 30hr,voucher-15gb-unlimited-apps-sms-telp-sesama-30hr,,INDOSAT,11,0,128275,127275,0,1,1,,
YVXCL11,"VOUCHER 15GB+4GB Lokal+5Mnt Tlp, 30Hr (FLEX XL)",voucher-15gb4gb-lokal5mnt-tlp-30hr-flex-xl,,XL,7,0,77900,76900,0,1,1,,
YVIFP30,Voucher 16GB+6GB (01-06)+NELP 60mnt All 30Hr,voucher-16gb6gb-01-06nelp-60mnt-all-30hr,,INDOSAT,11,25000,105100,104100,0,1,1,,
YVSDB1M,VOUCHER 1GB + 0.5GB JABAR 3HR,voucher-1gb-0-5gb-jabar-3hr,,TELKOMSEL,6,0,9760,8760,0,1,1,,
YVSDY1M,VOUCHER 1GB + 0.5GB JATENG DIY 5HR,voucher-1gb-0-5gb-jateng-diy-5hr,,TELKOMSEL,6,0,13550,12550,0,1,1,,
YVSDB1,VOUCHER 1GB + 1.5GB JABAR 5HR,voucher-1gb-1-5gb-jabar-5hr,,TELKOMSEL,6,0,13350,12350,0,1,1,,
YVSDA1,VOUCHER 1GB + 1.5GB JABODETABEK 5HR,voucher-1gb-1-5gb-jabodetabek-5hr,,TELKOMSEL,6,0,14200,13200,0,1,1,,
YVSDY1,VOUCHER 1GB + 1.5GB JATENG DIY 5HR,voucher-1gb-1-5gb-jateng-diy-5hr,,TELKOMSEL,6,0,14950,13950,0,1,1,,
YVSDT1,VOUCHER 1GB + 1.5GB JATIM 5HR,voucher-1gb-1-5gb-jatim-5hr,,TELKOMSEL,6,0,13850,12850,0,1,1,,
YVSDY4,VOUCHER 1GB + 2GB OMG JATENG DIY 30HR,voucher-1gb-2gb-omg-jateng-diy-30hr,,TELKOMSEL,6,0,41100,40100,0,1,1,,
YVSDT4,VOUCHER 1GB + 2GB OMG JATIM 30HR,voucher-1gb-2gb-omg-jatim-30hr,,TELKOMSEL,6,0,40700,39700,0,1,1,,
YVIDN1,Voucher 1GB + 4.5GB Apps 30hr,voucher-1gb-4-5gb-apps-30hr,,INDOSAT,11,0,31600,30600,0,1,1,,
YVIDN1M,Voucher 1GB + Unlimited Apps 7hr,voucher-1gb-unlimited-apps-7hr,,INDOSAT,11,0,18600,17600,0,1,1,,
YVXCL21,"VOUCHER 26GB+3GB Lokal+5Mnt Tlp, 30Hr (FLEX XXL)",voucher-26gb3gb-lokal5mnt-tlp-30hr-flex-xxl,,XL,7,0,109400,108400,0,0,1,,
YVIDN2,Voucher 2GB + 7.5GB Apps 30hr,voucher-2gb-7-5gb-apps-30hr,,INDOSAT,11,0,50725,49725,0,1,1,,
YVIFP4,Voucher 2GB+1GB (01-06)+NELP 5mnt All 30Hr,voucher-2gb1gb-01-06nelp-5mnt-all-30hr,,INDOSAT,11,0,34250,33250,0,1,1,,
YSMDV100,VOUCHER 30GB + 30GB Malam 30Hr,voucher-30gb-30gb-malam-30hr,,SMARTFREN,10,25000,106575,105575,0,0,1,,
YVXCL31,"VOUCHER 36GB+4GB Lokal+5Mnt Tlp, 30Hr (FLEX XXXL)",voucher-36gb4gb-lokal5mnt-tlp-30hr-flex-xxxl,,XL,7,0,133100,132100,0,0,1,,
YVXCL3,"VOUCHER 4GB+1GB Lokal+5Mnt Tlp, 30Hr (FLEX M)",voucher-4gb1gb-lokal5mnt-tlp-30hr-flex-m,,XL,7,0,36300,35300,0,1,1,,
YVIFP8,Voucher 4GB+2GB (01-06)+NELP 20mnt All 30Hr,voucher-4gb2gb-01-06nelp-20mnt-all-30hr,,INDOSAT,11,0,39995,38995,0,1,1,,
YSMDV30,VOUCHER 5GB + 5GB Malam 30Hr,voucher-5gb-5gb-malam-30hr,,SMARTFREN,10,5000,37225,36225,0,0,1,,
YVSDB6,VOUCHER 6GB + 2GB OMG JABAR 30HR,voucher-6gb-2gb-omg-jabar-30hr,,TELKOMSEL,6,0,63400,62400,0,1,1,,
YVSDA6,VOUCHER 6GB + 2GB OMG JABODETABEK 30HR,voucher-6gb-2gb-omg-jabodetabek-30hr,,TELKOMSEL,6,0,64100,63100,0,1,1,,
YVSDY6,VOUCHER 6GB + 2GB OMG JATENG DIY 30HR,voucher-6gb-2gb-omg-jateng-diy-30hr,,TELKOMSEL,6,0,64100,63100,0,1,1,,
YVSDT6,VOUCHER 6GB + 2GB OMG JATIM 30HR,voucher-6gb-2gb-omg-jatim-30hr,,TELKOMSEL,6,0,64200,63200,0,1,1,,
YVIFP14,"Voucher 7,5GB+3GB (01-06)+NELP 30mnt All 30Hr",voucher-75gb3gb-01-06nelp-30mnt-all-30hr,,INDOSAT,11,5000,66600,65600,0,1,1,,
YVIDN7,"Voucher 7GB + 20GB Apps, Youtube + SMS Sesama 30hr",voucher-7gb-20gb-apps-youtube-sms-sesama-30hr,,INDOSAT,11,0,91762,90762,0,1,1,,
YSMDV60,VOUCHER 8GB + 8GB Malam 30Hr,voucher-8gb-8gb-malam-30hr,,SMARTFREN,10,10000,54675,53675,0,0,1,,
YVSDB9,VOUCHER 9GB + 2GB OMG JABAR 30HR,voucher-9gb-2gb-omg-jabar-30hr,,TELKOMSEL,6,0,77900,76900,0,1,1,,
YVSDA9,VOUCHER 9GB + 2GB OMG JABODETABEK 30HR,voucher-9gb-2gb-omg-jabodetabek-30hr,,TELKOMSEL,6,0,77050,76050,0,1,1,,
YVSDY9,VOUCHER 9GB + 2GB OMG JATENG DIY 30HR,voucher-9gb-2gb-omg-jateng-diy-30hr,,TELKOMSEL,6,0,77650,76650,0,1,1,,
YVSDT9,VOUCHER 9GB + 2GB OMG JATIM 30HR,voucher-9gb-2gb-omg-jatim-30hr,,TELKOMSEL,6,0,78000,77000,0,1,1,,
YVXCL6,"VOUCHER 9GB+1GB Lokal+5Mnt Tlp, 30Hr (FLEX L)",voucher-9gb1gb-lokal5mnt-tlp-30hr-flex-l,,XL,7,0,52600,51600,0,1,1,,
YAIGO1,VOUCHER AIGO 1GB 30Hr,voucher-aigo-1gb-30hr,,AXIS,9,0,15775,14775,0,1,1,,
YAIGO25,VOUCHER AIGO 25GB 60Hr,voucher-aigo-25gb-60hr,,AXIS,9,0,89975,88975,0,1,1,,
YAIGO2,VOUCHER AIGO 2GB 30Hr,voucher-aigo-2gb-30hr,,AXIS,9,0,25375,24375,0,1,1,,
YAIGO3,VOUCHER AIGO 3GB 30Hr,voucher-aigo-3gb-30hr,,AXIS,9,0,32175,31175,0,1,1,,
YAIGO50,VOUCHER AIGO 50GB 60Hr,voucher-aigo-50gb-60hr,,AXIS,9,0,139700,138700,0,1,1,,
YAIGO5,VOUCHER AIGO 5GB 30Hr,voucher-aigo-5gb-30hr,,AXIS,9,0,45975,44975,0,1,1,,
YAIGO8,VOUCHER AIGO 8GB 30Hr,voucher-aigo-8gb-30hr,,AXIS,9,0,59550,58550,0,1,1,,
YAIM1,VOUCHER AIGO MINI 1GB 5Hr,voucher-aigo-mini-1gb-5hr,,AXIS,9,0,10975,9975,0,1,1,,
YAIM2,VOUCHER AIGO MINI 2GB 5Hr,voucher-aigo-mini-2gb-5hr,,AXIS,9,0,16750,15750,0,1,1,,
YAIM3,VOUCHER AIGO MINI 3GB 15Hr,voucher-aigo-mini-3gb-15hr,,AXIS,9,0,22775,21775,0,1,1,,
YAIM5,VOUCHER AIGO MINI 5GB 15Hr,voucher-aigo-mini-5gb-15hr,,AXIS,9,0,33975,32975,0,1,1,,
YAKS1,"VOUCHER Fb, Twitter, Tiktok, Tinder 1GB 30Hr",voucher-fb-twitter-tiktok-tinder-1gb-30hr,,AXIS,9,0,5975,4975,0,1,1,,
YAKS2,"VOUCHER Fb, Twitter, Tiktok, Tinder 2GB 30Hr",voucher-fb-twitter-tiktok-tinder-2gb-30hr,,AXIS,9,0,8850,7850,0,1,1,,
YVIDF3,Voucher Freedom 10GB 30Hr,voucher-freedom-10gb-30hr,,INDOSAT,11,0,56800,55800,0,1,1,,
YVIDFH2,Voucher Freedom 14GB 14Hr (1GB/hr),voucher-freedom-14gb-14hr-1gb-hr,,INDOSAT,11,0,52770,51770,0,1,1,,
YVIDF4,Voucher Freedom 18GB 30Hr,voucher-freedom-18gb-30hr,,INDOSAT,11,0,73100,72100,0,0,1,,
YVIDF5,Voucher Freedom 25GB 30Hr,voucher-freedom-25gb-30hr,,INDOSAT,11,0,96975,95975,0,1,1,,
YVIDFH3,Voucher Freedom 28GB 28Hr (1GB/hr),voucher-freedom-28gb-28hr-1gb-hr,,INDOSAT,11,0,89400,88400,0,1,1,,
YVIDFH1,Voucher Freedom 7GB 7Hr (1GB/hr),voucher-freedom-7gb-7hr-1gb-hr,,INDOSAT,11,0,30175,29175,0,1,1,,
YVSMN10,VOUCHER NONSTOP 28HR (FUP 10GB),voucher-nonstop-28hr-fup-10gb,,SMARTFREN,10,0,47550,46550,0,1,1,,
YVSMN18,VOUCHER NONSTOP 28HR (FUP 18GB),voucher-nonstop-28hr-fup-18gb,,SMARTFREN,10,0,71950,70950,0,1,1,,
YVSMN30,VOUCHER NONSTOP 28HR (FUP 30GB),voucher-nonstop-28hr-fup-30gb,,SMARTFREN,10,0,72975,71975,0,1,1,,
YVSMN6,VOUCHER NONSTOP 28HR (FUP 6GB),voucher-nonstop-28hr-fup-6gb,,SMARTFREN,10,0,31950,30950,0,1,1,,
YAXO2,VOUCHER OWSEM 1GB+1GB 4G 30Hr,voucher-owsem-1gb1gb-4g-30hr,,AXIS,9,0,18350,17350,0,1,1,,
YAXO4,VOUCHER OWSEM 1GB+3GB 4G 30Hr,voucher-owsem-1gb3gb-4g-30hr,,AXIS,9,0,30000,29000,0,1,1,,
YAXO8,VOUCHER OWSEM 2GB+6GB 4G 30Hr,voucher-owsem-2gb6gb-4g-30hr,,AXIS,9,0,47975,46975,0,1,1,,
YAXO12,VOUCHER OWSEM 3GB+9GB 4G 30Hr,voucher-owsem-3gb9gb-4g-30hr,,AXIS,9,0,62975,61975,0,1,1,,
YAXT1,Voucher Telepon Unlimited Sesama 14Hr (*838*SN#),voucher-telepon-unlimited-sesama-14hr-838-sn,,AXIS,9,50000,3250,2250,0,1,1,,
YVTDA1,"VOUCHER TRI AON 1GB, 1 tahun",voucher-tri-aon-1gb-1-tahun,,TRI,8,0,21800,20800,0,1,1,,
YVTDA2,"VOUCHER TRI AON 2GB, 1 tahun",voucher-tri-aon-2gb-1-tahun,,TRI,8,0,25400,24400,0,1,1,,
YVTDA3,"VOUCHER TRI AON 3GB, 1 tahun",voucher-tri-aon-3gb-1-tahun,,TRI,8,0,33400,32400,0,1,1,,
YVSMU3,VOUCHER UNLIMITED 4G 14HR (FUP 1GB/HR),voucher-unlimited-4g-14hr-fup-1gb-hr,,SMARTFREN,10,0,42250,41250,0,1,1,,
YVSMU5,VOUCHER UNLIMITED 4G 28HR (FUP 1GB/HR),voucher-unlimited-4g-28hr-fup-1gb-hr,,SMARTFREN,10,0,80450,79450,0,1,1,,
YVSMU4,VOUCHER UNLIMITED 4G 28HR (FUP 500MB/HR),voucher-unlimited-4g-28hr-fup-500mb-hr,,SMARTFREN,10,0,56800,55800,0,1,1,,
YVSMU1,VOUCHER UNLIMITED 4G 5HR (FUP 1GB/HR),voucher-unlimited-4g-5hr-fup-1gb-hr,,SMARTFREN,10,0,24940,23940,0,1,1,,
YVSMU2,VOUCHER UNLIMITED 4G 7HR (FUP 1GB/HR),voucher-unlimited-4g-7hr-fup-1gb-hr,,SMARTFREN,10,0,25050,24050,0,1,1,,
YVIDN99,"Voucher Unlimited Kuota + 38GB Apps, Youtube + SMS&Telp Sesama 30hr",voucher-unlimited-kuota-38gb-apps-youtube-sms-telp-sesama-30hr,,INDOSAT,11,0,163050,162050,0,1,1,,
YAKY1,VOUCHER Youtube 1GB 30Hr,voucher-youtube-1gb-30hr,,AXIS,9,0,5900,4900,0,1,1,,
YAKY2,VOUCHER Youtube 2GB 30Hr,voucher-youtube-2gb-30hr,,AXIS,9,0,8910,7910,0,1,1,,
YWIFI1,WIFI ID-1Hari,wifi-id-1hari,,SPEEDY,0,50000,7130,6130,0,1,1,,
YWIFI30,WIFI ID-30Hari,wifi-id-30hari,,SPEEDY,0,200000,49150,48150,0,1,1,,
YWIFI7,WIFI ID-7Hari,wifi-id-7hari,,SPEEDY,0,100000,19170,18170,0,1,1,,
YX100,XL 100K,xl-100k,,XL,7,0,100775,99775,0,1,1,,
YX10,XL 10K,xl-10k,,XL,7,0,12895,11895,0,1,1,,
YX150,XL 150K,xl-150k,,XL,7,0,151295,150295,0,1,1,,
YX15,XL 15K,xl-15k,,XL,7,0,17120,16120,0,1,1,,
YX200,XL 200K,xl-200k,,XL,7,0,199700,198700,0,1,1,,
YX25,XL 25K,xl-25k,,XL,7,0,26950,25950,0,1,1,,
YX300,XL 300K,xl-300k,,XL,7,0,300550,299550,0,1,1,,
YX30,XL 30K,xl-30k,,XL,7,0,32148,31148,0,1,1,,
YX500,XL 500K,xl-500k,,XL,7,0,500050,499050,0,1,1,,
YX50,XL 50K,xl-50k,,XL,7,0,51975,50975,0,1,1,,
YX5,XL 5K,xl-5k,,XL,7,500000,7975,6975,0,1,1,,
YXTR100,XL TRANSFER PULSA 100k + Masa Aktif,xl-transfer-pulsa-100k-masa-aktif,,XL,7,0,99105,98105,0,1,1,,
YXTR10,XL TRANSFER PULSA 10k + Masa Aktif,xl-transfer-pulsa-10k-masa-aktif,,XL,7,90000,12520,11520,0,1,1,,
YXTR15,XL TRANSFER PULSA 15k + Masa Aktif,xl-transfer-pulsa-15k-masa-aktif,,XL,7,100000,17235,16235,0,1,1,,
YXTR20,XL TRANSFER PULSA 20k + Masa Aktif,xl-transfer-pulsa-20k-masa-aktif,,XL,7,5000,21700,20700,0,1,1,,
YXTR25,XL TRANSFER PULSA 25k + Masa Aktif,xl-transfer-pulsa-25k-masa-aktif,,XL,7,10000,27011,26011,0,1,1,,
YXTR30,XL TRANSFER PULSA 30k + Masa Aktif,xl-transfer-pulsa-30k-masa-aktif,,XL,7,15000,31476,30476,0,1,1,,
YXTR40,XL TRANSFER PULSA 40k + Masa Aktif,xl-transfer-pulsa-40k-masa-aktif,,XL,7,20000,41006,40006,0,1,1,,
YXTR50,XL TRANSFER PULSA 50k + Masa Aktif,xl-transfer-pulsa-50k-masa-aktif,,XL,7,50000,51276,50276,0,1,1,,
YXTR60,XL TRANSFER PULSA 60k + Masa Aktif,xl-transfer-pulsa-60k-masa-aktif,,XL,7,100000,60706,59706,0,1,1,,
YXTR70,XL TRANSFER PULSA 70k + Masa Aktif,xl-transfer-pulsa-70k-masa-aktif,,XL,7,200000,69636,68636,0,1,1,,
YXTR80,XL TRANSFER PULSA 80k + Masa Aktif,xl-transfer-pulsa-80k-masa-aktif,,XL,7,500000,78566,77566,0,1,1,,
YXTR90,XL TRANSFER PULSA 90k + Masa Aktif,xl-transfer-pulsa-90k-masa-aktif,,XL,7,1000000,87496,86496,0,1,1,,
YIDH15,YELLOW 1GB 15hr,yellow-1gb-15hr,,INDOSAT,11,10000,15375,14375,0,1,1,,
YIDH3,YELLOW 1GB 2hr,yellow-1gb-2hr,,INDOSAT,11,0,7900,6900,0,1,1,,
YIDH7,YELLOW 1GB 7hr,yellow-1gb-7hr,,INDOSAT,11,0,12575,11575,0,1,1,,
YIDH1,YELLOW 700MB 1hr,yellow-700mb-1hr,,INDOSAT,11,0,6675,5675,0,1,1,,
YSDG25AOVH,"1,2GB + 0,2GB YT + 10GB Games & Vcr AOV 30HR",1-2gb-0-2gb-yt-10gb-games-vcr-aov-30hr,,TELKOMSEL,6,0,26550,25550,0,1,2,,
YSDG25RNH,"1,2GB + 0,2GB YT+ 10GB Games & Vcr Rise Of Nowlin",1-2gb-0-2gb-yt-10gb-games-vcr-rise-of-nowlin,,TELKOMSEL,6,0,26550,25550,0,1,2,,
YXDH15H,"1,5GB 30hr 2/3/4G 24jam",1-5gb-30hr-2-3-4g-24jam,,GAME ONLINE IN,0,0,48950,47950,0,1,2,,
YTD1H,"1,5GB Nasional+1,5gb Streaming, chat 2hari",1-5gb-nasional-1-5gb-streaming-chat-2hari,,KARTU3,0,0,19850,18850,0,1,2,,
YSDG25FFH,1.5GB + 10GB GamesMax & 50 diamond FF 30HR,1.5gb-10gb-gamesmax-50-diamond-ff-30hr,,TELKOMSEL,6,0,26500,25500,0,1,2,,
YSDG25MLH,1.5GB + 10GB GamesMax & Vc MobileLegend 30HR,1.5gb-10gb-gamesmax-vc-mobilelegend-30hr,,TELKOMSEL,6,0,26500,25500,0,1,2,,
YCMD61H,10GB (24 Jam)+20GB (Malam)+HOOQ 30Hr,10gb-24-jam-20gb-malam-hooq-30hr,,SMART,0,0,62650,61650,0,1,2,,
YXDH12H,12GB 30hr 2/3/4G 24jam,12gb-30hr-2-3-4g-24jam,,GAME ONLINE IN,0,0,165000,164000,0,1,2,,
YIDFR20H,15GB Kuota Utama+5GB(Mid)+15mnt(All) 30Day,15gb-kuota-utama-5gb-mid-15mnt-all-30day,,ISAT,0,0,62850,61850,0,1,2,,
YXDV11H,15GB+ 4GB-30GBLKAL)+NELP5MENITALL+UNL CHAT 30HR,15gb-4gb-30gblkal-nelp5menitall-unl-chat-30hr,,AXIS / XL,0,0,77000,76000,0,1,2,,
YDML167H,167 DIAMOND MOBILE LEGEND,167-diamond-mobile-legend,,GAME ONLINE,0,0,50900,49900,0,0,2,,
YXDH16H,16GB 30hr 2/3/4G 24jam,16gb-30hr-2-3-4g-24jam,,GAME ONLINE IN,0,0,202900,201900,0,1,2,,
YTDIP1H,1GB + 10GB Streaming Ilmupedia 30HR,1gb-10gb-streaming-ilmupedia-30hr,,TELKOMSEL,6,0,28000,27000,0,0,2,,
YTDRG1H,1GB + 5GB Streaming Ruang Guru 30HR,1gb-5gb-streaming-ruang-guru-30hr,,TELKOMSEL,6,0,28650,27650,0,1,2,,
YIDH1H,1GB + APPS (Unlimited) 7 Hari,1gb-apps-unlimited-7-hari,,ISAT,0,0,11200,10200,0,0,2,,
YTGIMX1H,1GB dan MAXstream 5GB (GigaMAX Fit) 30Hr,1gb-dan-maxstream-5gb-gigamax-fit-30hr,,TELKOMSEL,6,0,27525,26525,0,1,2,,
YSDG25BDH,"1GB+0,5GB YT+30GB Games&Vc Blck Desert 30H",1gb-0-5gb-yt-30gb-games-vc-blck-desert-30h,,TELKOMSEL,6,0,27000,26000,0,0,2,,
YSDG25GPH,"1GB+0,5GB YT+30GB Games&Vcr GoPlay 30HR",1gb-0-5gb-yt-30gb-games-vcr-goplay-30hr,,TELKOMSEL,6,0,26550,25550,0,1,2,,
YSDG25LGRH,"1GB+0,5GB YT+30GB Games&Vcr Line LGR 30HR",1gb-0-5gb-yt-30gb-games-vcr-line-lgr-30hr,,TELKOMSEL,6,0,27000,26000,0,0,2,,
YGHDCU1H,1M Coin Emas,1m-coin-emas,,GAME ONLINE,0,0,3000,2000,0,0,2,,
YSDG50AOVH,"2,8GB + 0,8GB YT + 20GB Games & Vcr AOV 30HR",2-8gb-0-8gb-yt-20gb-games-vcr-aov-30hr,,TELKOMSEL,6,0,50700,49700,0,1,2,,
YSDG50RNH,"2,8GB + 0,8GB YT+ 20GB Games & Vcr Rise Of Nowlin",2-8gb-0-8gb-yt-20gb-games-vcr-rise-of-nowlin,,TELKOMSEL,6,0,50500,49500,0,1,2,,
YXDV3H,2.5GB AL+2GB MDT 00-06+WA+15GB EDK+LKL1.5GB-7.5GB,2.5gb-al-2gb-mdt-00-06-wa-15gb-edk-lkl1.5gb-7.5gb,,AXIS / XL,0,0,36000,35000,0,1,2,,
YGHDCU200H,200M Coin Emas,200m-coin-emas,,GAME ONLINE,0,0,23000,22000,0,0,2,,
YCMD16H,20GB (24 Jam)+40GB (Malam)+HOOQ 30Hr,20gb-24-jam-40gb-malam-hooq-30hr,,SMART,0,0,101100,100100,0,1,2,,
YIDFR30H,23GB Kuota Utama+7GB(Mid)+20mnt(All) 30Day,23gb-kuota-utama-7gb-mid-20mnt-all-30day,,ISAT,0,0,83250,82250,0,1,2,,
YXDV21H,26GB+(3GB-46GBLKAL)+NELP5MENITALL+UNL CHAT 30HR,26gb-3gb-46gblkal-nelp5menitall-unl-chat-30hr,,GAME ONLINE IN,0,0,106725,105725,0,1,2,,
YGHDCU2BH,2B Coin Emas,2b-coin-emas,,GAME ONLINE,0,0,142000,141000,0,0,2,,
YSDG50BDH,"2GB + 1,5GB YT+30GB Game&Vc Blck Desert 30H",2gb-1-5gb-yt-30gb-game-vc-blck-desert-30h,,TELKOMSEL,6,0,50500,49500,0,0,2,,
YSDG50LGRH,"2GB + 1,5GB YT+30GB Game&Vcr Line LGR 30HR",2gb-1-5gb-yt-30gb-game-vcr-line-lgr-30hr,,TELKOMSEL,6,0,50500,49500,0,0,2,,
YTDRG2H,2GB + 10GB Streaming Ruang Guru 30HR,2gb-10gb-streaming-ruang-guru-30hr,,TELKOMSEL,6,0,44500,43500,0,1,2,,
YTDIP2H,2GB + 20GB Streaming Ilmupedia 30HR,2gb-20gb-streaming-ilmupedia-30hr,,TELKOMSEL,6,0,43000,42000,0,0,2,,
YTD2H,"2GB Nasional+2gb Streaming, chat 2hari",2gb-nasional-2gb-streaming-chat-2hari,,KARTU3,0,0,22850,21850,0,1,2,,
YSD100H,3.5GB (3G/4G)+2GB(00-07)+5GB VIDEO (30Hr),3.5gb-3g-4g-2gb-00-07-5gb-video-30hr-,,TELKOMSEL,6,0,99850,98850,0,1,2,,
YSDG50MLH,3.5GB + 20GB Games & Vcr Mobile Legend 30HR,3.5gb-20gb-games-vcr-mobile-legend-30hr,,TELKOMSEL,6,0,50500,49500,0,1,2,,
YSDG50FFH,3.5GB + 20GB GamesMax & 140 diamond FF 30HR,3.5gb-20gb-gamesmax-140-diamond-ff-30hr,,TELKOMSEL,6,0,51500,50500,0,1,2,,
YDML30H,30 DIAMOND MOBILE LEGEND,30-diamond-mobile-legend,,GAME ONLINE,0,0,11150,10150,0,0,2,,
YGHDCU300H,300M Coin Emas,300m-coin-emas,,GAME ONLINE,0,0,41000,40000,0,0,2,,
YIDFR40H,30GB Kuota Utama+10GB(Mid)+30mnt(All) 30Day,30gb-kuota-utama-10gb-mid-30mnt-all-30day,,ISAT,0,0,103925,102925,0,1,2,,
YDML33H,33 DIAMOND MOBILE LEGEND,33-diamond-mobile-legend,,GAME ONLINE,0,0,12000,11000,0,0,2,,
YDML345H,345 DIAMOND MOBILE LEGEND,345-diamond-mobile-legend,,GAME ONLINE,0,0,102250,101250,0,0,2,,
YGFF36500H,36500 Free Fire Diamonds,36500-free-fire-diamonds,,GAME ONLINE,0,0,4765500,4764500,0,1,2,,
YXDV31H,36GB+(4GB-54GBLOKAL)+NELP5MENITALL+UNL CHAT 30HR,36gb-4gb-54gblokal-nelp5menitall-unl-chat-30hr,,AXIS / XL,0,0,131500,130500,0,1,2,,
YXDH3H,3GB 30hr 2/3/4G 24jam,3gb-30hr-2-3-4g-24jam,,GAME ONLINE IN,0,0,57700,56700,0,1,2,,
YTGIMX2H,3GB dan MAXstream 12GB (GigaMAX Basic) 30Hr,3gb-dan-maxstream-12gb-gigamax-basic-30hr,,TELKOMSEL,6,0,54350,53350,0,1,2,,
